Financial Year,Type of flow,Country,Sector,Sector Name,Expense $'000
2015/16,ODA,Solomon Islands,24010,Financial policy and administrative management,42.5
2015/16,ODA,Solomon Islands,24040,Informal/semi-formal financial intermediaries,2792.3
2015/16,ODA,Solomon Islands,24081,Education/training in banking and financial services,8.6
2015/16,ODA,Solomon Islands,25010,Business support services and institutions,7639.1
2015/16,ODA,Solomon Islands,31110,Agricultural policy and administrative management,555
2015/16,ODA,Solomon Islands,31120,Agricultural development,300
2015/16,ODA,Solomon Islands,31163,Livestock,8.3
2015/16,ODA,Solomon Islands,31182,Agricultural research,1174.2
2015/16,ODA,Solomon Islands,31195,Livestock/veterinary services,62.1
2015/16,ODA,Solomon Islands,31320,Fishery development,918.1
2015/16,ODA,Solomon Islands,32120,Industrial development,16.9
2015/16,ODA,Solomon Islands,32130,Small and medium-sized enterprises (SME) development,252.1
2015/16,ODA,Solomon Islands,32210,Mineral/mining policy and administrative management,120.2
2015/16,ODA,Solomon Islands,33110,Trade policy and administrative management,1036.4
2015/16,ODA,South & Central Asia Unspecified,31140,Agricultural water resources,1500
2015/16,ODA,South & Central Asia Unspecified,32182,Technological research and development,1750
2015/16,ODA,South & Central Asia Unspecified,33120,Trade facilitation,310
2015/16,ODA,South Africa,22030,Radio/television/print media,70.4
2015/16,ODA,South Africa,31182,Agricultural research,647.3
2015/16,ODA,South Of Sahara Unspecified,32210,Mineral/mining policy and administrative management,160.3
2015/16,ODA,South Sudan,32210,Mineral/mining policy and administrative management,50.4
2015/16,ODA,Sri Lanka,24010,Financial policy and administrative management,1856.9
2015/16,ODA,Sri Lanka,24081,Education/training in banking and financial services,8.6
2015/16,ODA,Sri Lanka,25010,Business support services and institutions,3051.2
2015/16,ODA,Sri Lanka,31120,Agricultural development,150
2015/16,ODA,Sri Lanka,31161,Food crop production,348.7
2015/16,ODA,Sri Lanka,32130,Small and medium-sized enterprises (SME) development,546.1
2015/16,ODA,St.Lucia,31150,Agricultural inputs,8
2015/16,ODA,St.Lucia,32140,Cottage industries and handicraft,38.4
2015/16,ODA,Sudan,31182,Agricultural research,8.8
2015/16,ODA,Suriname,31161,Food crop production,22.7
2015/16,ODA,Suriname,31181,Agricultural education/training,58
2015/16,ODA,Swaziland,22030,Radio/television/print media,18.2
2015/16,ODA,Swaziland,22040,Information and communication technology (ICT),18.2
2015/16,ODA,Swaziland,31120,Agricultural development,101.4
2015/16,ODA,Swaziland,31161,Food crop production,18.2
2015/16,ODA,Swaziland,32140,Cottage industries and handicraft,18.2
2015/16,ODA,Tajikistan,32140,Cottage industries and handicraft,15
2015/16,ODA,Tanzania,22040,Information and communication technology (ICT),35.9
2015/16,ODA,Tanzania,25010,Business support services and institutions,107.6
2015/16,ODA,Tanzania,31110,Agricultural policy and administrative management,35.9
2015/16,ODA,Tanzania,31120,Agricultural development,35.9
2015/16,ODA,Tanzania,31181,Agricultural education/training,63
2015/16,ODA,Tanzania,31182,Agricultural research,2254.1
2015/16,ODA,Tanzania,31281,Forestry education/training,71.7
2015/16,ODA,Tanzania,32210,Mineral/mining policy and administrative management,50.4
2015/16,ODA,Thailand,25010,Business support services and institutions,16.6
2015/16,ODA,Thailand,31182,Agricultural research,273.4
2015/16,ODA,Thailand,32130,Small and medium-sized enterprises (SME) development,4.1
2015/16,ODA,Thailand,32210,Mineral/mining policy and administrative management,2.6
2015/16,ODA,Thailand,33110,Trade policy and administrative management,964.5
2015/16,ODA,Thailand,33120,Trade facilitation,24.4
2015/16,ODA,Thailand,33181,Trade education/training,3.7
2015/16,ODA,Timor-Leste,21020,Road transport,6635.1
2015/16,ODA,Timor-Leste,22010,Communications policy and administrative management,10.5
2015/16,ODA,Timor-Leste,22030,Radio/television/print media,39.3
2015/16,ODA,Timor-Leste,24010,Financial policy and administrative management,3768.1
2015/16,ODA,Timor-Leste,24040,Informal/semi-formal financial intermediaries,196.3
2015/16,ODA,Timor-Leste,24081,Education/training in banking and financial services,8.6
2015/16,ODA,Timor-Leste,25010,Business support services and institutions,4845.3
2015/16,ODA,Timor-Leste,31110,Agricultural policy and administrative management,26.2
2015/16,ODA,Timor-Leste,31120,Agricultural development,3615.8
2015/16,ODA,Timor-Leste,31130,Agricultural land resources,174.8
2015/16,ODA,Timor-Leste,31161,Food crop production,13.1
2015/16,ODA,Timor-Leste,31181,Agricultural education/training,246.3
2015/16,ODA,Timor-Leste,31182,Agricultural research,1288.8
2015/16,ODA,Timor-Leste,31220,Forestry development,328.8
2015/16,ODA,Timor-Leste,32130,Small and medium-sized enterprises (SME) development,39.3
2015/16,ODA,Timor-Leste,33210,Tourism policy and administrative management,58.1
2015/16,ODA,Togo,31140,Agricultural water resources,53.1
2015/16,ODA,Tonga,23210,Power generation/renewable sources,3803.8
2015/16,ODA,Tonga,24010,Financial policy and administrative management,134
2015/16,ODA,Tonga,24040,Informal/semi-formal financial intermediaries,893.1
2015/16,ODA,Tonga,24081,Education/training in banking and financial services,8.6
2015/16,ODA,Tonga,25010,Business support services and institutions,1630.5
2015/16,ODA,Tonga,31130,Agricultural land resources,2.7
2015/16,ODA,Tonga,31150,Agricultural inputs,3.7
2015/16,ODA,Tonga,31161,Food crop production,5.1
2015/16,ODA,Tonga,31182,Agricultural research,478.5
2015/16,ODA,Tonga,31320,Fishery development,30.5
2015/16,ODA,Tonga,32130,Small and medium-sized enterprises (SME) development,134.1
2015/16,ODA,Tonga,33110,Trade policy and administrative management,640
2015/16,ODA,Tonga,33120,Trade facilitation,32.5
2015/16,ODA,Tuvalu,24010,Financial policy and administrative management,42.5
2015/16,ODA,Tuvalu,24040,Informal/semi-formal financial intermediaries,3.7
2015/16,ODA,Tuvalu,24081,Education/training in banking and financial services,8.6
2015/16,ODA,Tuvalu,25010,Business support services and institutions,76.9
2015/16,ODA,Tuvalu,31182,Agricultural research,86.4
2015/16,ODA,Uganda,31120,Agricultural development,446.2
2015/16,ODA,Uganda,31166,Agricultural extension,205.2
2015/16,ODA,Uganda,31181,Agricultural education/training,18.4
2015/16,ODA,Uganda,31182,Agricultural research,594.5
2015/16,ODA,Uganda,32210,Mineral/mining policy and administrative management,140.7
2015/16,ODA,Ukraine,32210,Mineral/mining policy and administrative management,200.3
2015/16,ODA,Vanuatu,21010,Transport policy and administrative management,8322.8
2015/16,ODA,Vanuatu,22010,Communications policy and administrative management,13.3
2015/16,ODA,Vanuatu,23110,Energy policy and administrative management,500
2015/16,ODA,Vanuatu,24040,Informal/semi-formal financial intermediaries,418.4
2015/16,ODA,Vanuatu,24081,Education/training in banking and financial services,8.6
2015/16,ODA,Vanuatu,25010,Business support services and institutions,1610.3
2015/16,ODA,Vanuatu,31110,Agricultural policy and administrative management,23.9
2015/16,ODA,Vanuatu,31120,Agricultural development,146.6
2015/16,ODA,Vanuatu,31130,Agricultural land resources,23.9
2015/16,ODA,Vanuatu,31182,Agricultural research,1416
2015/16,ODA,Vanuatu,31220,Forestry development,23.9
2015/16,ODA,Vanuatu,31282,Forestry research,23.9
2015/16,ODA,Vanuatu,31320,Fishery development,817.2
2015/16,ODA,Vanuatu,32130,Small and medium-sized enterprises (SME) development,229.5
2015/16,ODA,Vanuatu,33110,Trade policy and administrative management,1790.9
2015/16,ODA,Vanuatu,33210,Tourism policy and administrative management,119.3
2015/16,ODA,Viet Nam,21010,Transport policy and administrative management,287.6
2015/16,ODA,Viet Nam,21020,Road transport,21776.5
2015/16,ODA,Viet Nam,22010,Communications policy and administrative management,36.1
2015/16,ODA,Viet Nam,22040,Information and communication technology (ICT),27.2
2015/16,ODA,Viet Nam,23030,Power generation/renewable sources,54.4
2015/16,ODA,Viet Nam,23070,Biomass,15.7
2015/16,ODA,Viet Nam,24010,Financial policy and administrative management,463.9
2015/16,ODA,Viet Nam,24020,Monetary institutions,76.2
2015/16,ODA,Viet Nam,24081,Education/training in banking and financial services,35.8
2015/16,ODA,Viet Nam,25010,Business support services and institutions,2973.6
2015/16,ODA,Viet Nam,31110,Agricultural policy and administrative management,790.4
2015/16,ODA,Viet Nam,31120,Agricultural development,321.6
2015/16,ODA,Viet Nam,31130,Agricultural land resources,27.2
2015/16,ODA,Viet Nam,31162,Industrial crops/export crops,24.3
2015/16,ODA,Viet Nam,31163,Livestock,27.2
2015/16,ODA,Viet Nam,31181,Agricultural education/training,38.9
2015/16,ODA,Viet Nam,31182,Agricultural research,3984.1
2015/16,ODA,Viet Nam,31191,Agricultural services,2498.5
2015/16,ODA,Viet Nam,31210,Forestry policy and administrative management,27.2
2015/16,ODA,Viet Nam,31281,Forestry education/training,15.5
2015/16,ODA,Viet Nam,31282,Forestry research,27.2
2015/16,ODA,Viet Nam,31310,Fishing policy and administrative management,27.2
2015/16,ODA,Viet Nam,32130,Small and medium-sized enterprises (SME) development,31.2
2015/16,ODA,Viet Nam,32140,Cottage industries and handicraft,169.6
2015/16,ODA,Viet Nam,32182,Technological research and development,27.2
2015/16,ODA,Viet Nam,32210,Mineral/mining policy and administrative management,2.6
2015/16,ODA,Viet Nam,33110,Trade policy and administrative management,964.5
2015/16,ODA,Viet Nam,33120,Trade facilitation,24.4
2015/16,ODA,Viet Nam,33181,Trade education/training,3.7
2015/16,ODA,Viet Nam,33210,Tourism policy and administrative management,27.2
2015/16,ODA,Zambia,21020,Road transport,26.3
2015/16,ODA,Zambia,24081,Education/training in banking and financial services,26.3
2015/16,ODA,Zambia,25010,Business support services and institutions,26.3
2015/16,ODA,Zambia,31120,Agricultural development,293.2
2015/16,ODA,Zambia,31181,Agricultural education/training,282.6
2015/16,ODA,Zambia,31182,Agricultural research,811.5
2015/16,ODA,Zambia,32210,Mineral/mining policy and administrative management,250.7
2015/16,ODA,Zimbabwe,24040,Informal/semi-formal financial intermediaries,296.7
2015/16,ODA,Zimbabwe,31120,Agricultural development,240.9
2015/16,ODA,Zimbabwe,31161,Food crop production,330.1
2015/16,ODA,Zimbabwe,31163,Livestock,17.5
2015/16,ODA,Zimbabwe,31166,Agricultural extension,310.4
2015/16,ODA,Zimbabwe,31182,Agricultural research,730
2015/16,ODA,Zimbabwe,31191,Agricultural services,125.4
2015/16,ODA,Albania,32140,Cottage industries and handicraft,21.6
2015/16,ODA,Albania,32210,Mineral/mining policy and administrative management,200.3
2015/16,ODA,Cook Islands,24081,Education/training in banking and financial services,8.6
2015/16,ODA,Cook Islands,25010,Business support services and institutions,117
2015/16,ODA,Cook Islands,32130,Small and medium-sized enterprises (SME) development,89.4
2015/16,ODA,Dominican Republic,32210,Mineral/mining policy and administrative management,120.2
2015/16,ODA,Guatemala,31281,Forestry education/training,42.3
2015/16,ODA,Guyana,32140,Cottage industries and handicraft,19.9
2015/16,ODA,"Iran, Islamic Republic Of",32140,Cottage industries and handicraft,17.6
2015/16,ODA,Kyrgyzstan,22020,Telecommunications,35
2015/16,ODA,Kyrgyzstan,32140,Cottage industries and handicraft,28.9
2015/16,ODA,Maldives,24081,Education/training in banking and financial services,8.6
2015/16,ODA,Nauru,23110,Energy policy and administrative management,3521.2
2015/16,ODA,Nauru,24081,Education/training in banking and financial services,8.6
2015/16,ODA,Nauru,25010,Business support services and institutions,115.9
2015/16,ODA,Nauru,31310,Fishing policy and administrative management,192.7
2015/16,ODA,Nauru,33120,Trade facilitation,169.5
2015/16,ODA,Nauru,33122,"Trade customs duties, tariffs and levies",500
2015/16,ODA,Nicaragua,31281,Forestry education/training,40.8
2015/16,ODA,Niue,24081,Education/training in banking and financial services,4.3
2015/16,ODA,Palau,24040,Informal/semi-formal financial intermediaries,3.7
2015/16,ODA,Palau,24081,Education/training in banking and financial services,8.6
2015/16,ODA,Palau,25010,Business support services and institutions,117
2015/16,ODA,Tokelau,24081,Education/training in banking and financial services,4.3
2015/16,ODA,Tunisia,32140,Cottage industries and handicraft,16.3
2015/16,OOF,Argentina,25010,Business support services and institutions,0.8
2015/16,OOF,Asia Unspecified,22010,Communications policy and administrative management,913.7
2015/16,OOF,Asia Unspecified,31192,Plant and post-harvest protection and pest control,81.5
2015/16,OOF,Asia Unspecified,31310,Fishing policy and administrative management,91.2
2015/16,OOF,Asia Unspecified,33120,Trade facilitation,32.9
2015/16,OOF,Bolivia,25010,Business support services and institutions,0.8
2015/16,OOF,Brazil,25010,Business support services and institutions,0.8
2015/16,OOF,Chile,25010,Business support services and institutions,0.8
2015/16,OOF,Chile,32210,Mineral/mining policy and administrative management,24.8
2015/16,OOF,China,22040,Information and communication technology (ICT),36.3
2015/16,OOF,China,31110,Agricultural policy and administrative management,64.2
2015/16,OOF,China,32130,Small and medium-sized enterprises (SME) development,30
2015/16,OOF,China,32182,Technological research and development,60
2015/16,OOF,Colombia,25010,Business support services and institutions,0.8
2015/16,OOF,Ecuador,25010,Business support services and institutions,0.8
2015/16,OOF,Egypt,31195,Livestock/veterinary services,41.6
2015/16,OOF,Far East Asia Unspecified,21010,Transport policy and administrative management,186.2
2015/16,OOF,Fiji,21010,Transport policy and administrative management,20
2015/16,OOF,Global Unspecified,21081,Education and training in transport and storage,60
2015/16,OOF,Global Unspecified,33110,Trade policy and administrative management,451.2
2015/16,OOF,India,24010,Financial policy and administrative management,506
2015/16,OOF,India,25010,Business support services and institutions,9.1
2015/16,OOF,India,31182,Agricultural research,76.9
2015/16,OOF,India,32262,Oil and gas,43.2
2015/16,OOF,Indonesia,21010,Transport policy and administrative management,254.6
2015/16,OOF,Indonesia,21050,Air transport,169.3
2015/16,OOF,Indonesia,24010,Financial policy and administrative management,5
2015/16,OOF,Indonesia,31110,Agricultural policy and administrative management,12.5
2015/16,OOF,Indonesia,31120,Agricultural development,485.2
2015/16,OOF,Indonesia,31195,Livestock/veterinary services,36
2015/16,OOF,Indonesia,31310,Fishing policy and administrative management,120.6
2015/16,OOF,Indonesia,31382,Fishery research,24
2015/16,OOF,Kiribati,31320,Fishery development,416.6
2015/16,OOF,Malaysia,24010,Financial policy and administrative management,5
2015/16,OOF,Marshall Islands,31320,Fishery development,117.4
2015/16,OOF,Mexico,25010,Business support services and institutions,0.8
2015/16,OOF,"Micronesia, Fed. Sts.",31320,Fishery development,79.9
2015/16,OOF,Oceania Unspecified,33181,Trade education/training,398
2015/16,OOF,Papua New Guinea,31310,Fishing policy and administrative management,11
2015/16,OOF,Paraguay,25010,Business support services and institutions,0.8
2015/16,OOF,Peru,25010,Business support services and institutions,0.8
2015/16,OOF,Philippines,21050,Air transport,214.3
2015/16,OOF,Philippines,32182,Technological research and development,199.5
2015/16,OOF,Samoa,31320,Fishery development,104.8
2015/16,OOF,Solomon Islands,31320,Fishery development,792.1
2015/16,OOF,Thailand,21050,Air transport,169.3
2015/16,OOF,Thailand,24010,Financial policy and administrative management,5
2015/16,OOF,Timor-Leste,31120,Agricultural development,103.7
2015/16,OOF,Timor-Leste,31192,Plant and post-harvest protection and pest control,11
2015/16,OOF,Timor-Leste,31220,Forestry development,65
2015/16,OOF,Tonga,31320,Fishery development,3118.5
2015/16,OOF,Tuvalu,31320,Fishery development,196.9
2015/16,OOF,Vanuatu,31320,Fishery development,424.4
2015/16,OOF,Viet Nam,31163,Livestock,43.2
2015/16,OOF,Cook Islands,31320,Fishery development,269.2
2015/16,OOF,Cuba,25010,Business support services and institutions,0.8
2015/16,OOF,Nauru,32130,Small and medium-sized enterprises (SME) development,5
2015/16,OOF,Palau,31320,Fishery development,417.7
2015/16,OOF,Uruguay,25010,Business support services and institutions,0.8
2015/16,OOF,Venezuela,25010,Business support services and institutions,0.8
2016/17,ODA,Afghanistan,21030,Rail transport,4000
2016/17,ODA,Afghanistan,22040,Information and communication technology (ICT),4000
2016/17,ODA,Afghanistan,23210,Power generation/renewable sources,4000
2016/17,ODA,Afghanistan,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Afghanistan,31120,Agricultural development,1871.9
2016/17,ODA,Afghanistan,31140,Agricultural water resources,5309.9
2016/17,ODA,Afghanistan,31150,Agricultural inputs,65
2016/17,ODA,Afghanistan,31161,Food crop production,240
2016/17,ODA,Afghanistan,31163,Livestock,240
2016/17,ODA,Afghanistan,31181,Agricultural education/training,206.5
2016/17,ODA,Argentina,32161,Agro-industries,34.9
2016/17,ODA,Asia Unspecified,21020,Road transport,19740.2
2016/17,ODA,Asia Unspecified,23110,Energy policy and administrative management,2646.3
2016/17,ODA,Asia Unspecified,24010,Financial policy and administrative management,1211.2
2016/17,ODA,Asia Unspecified,25010,Business support services and institutions,5333.9
2016/17,ODA,Asia Unspecified,32262,Oil and gas,63054.1
2016/17,ODA,Asia Unspecified,33181,Trade education/training,499.7
2016/17,ODA,Bangladesh,23110,Energy policy and administrative management,246.2
2016/17,ODA,Bangladesh,24040,Informal/semi-formal financial intermediaries,401.2
2016/17,ODA,Bangladesh,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Bangladesh,25010,Business support services and institutions,130.3
2016/17,ODA,Bangladesh,31161,Food crop production,408.8
2016/17,ODA,Bangladesh,31182,Agricultural research,1655.1
2016/17,ODA,Bangladesh,33110,Trade policy and administrative management,80.5
2016/17,ODA,Bangladesh,33120,Trade facilitation,2021.8
2016/17,ODA,Bangladesh,33122,"Trade customs duties, tariffs and levies",222.7
2016/17,ODA,Belize,31194,Agricultural co-operatives,13.6
2016/17,ODA,Belize,32140,Cottage industries and handicraft,20.7
2016/17,ODA,Bhutan,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Bhutan,31120,Agricultural development,34.1
2016/17,ODA,Bhutan,31163,Livestock,32.6
2016/17,ODA,Bhutan,31182,Agricultural research,95.8
2016/17,ODA,Bhutan,31192,Plant and post-harvest protection and pest control,34.1
2016/17,ODA,Bhutan,32110,Industrial policy and administrative management,34.1
2016/17,ODA,Bhutan,32210,Mineral/mining policy and administrative management,138
2016/17,ODA,Bhutan,33110,Trade policy and administrative management,27.4
2016/17,ODA,Bhutan,33120,Trade facilitation,904.5
2016/17,ODA,Bhutan,33122,"Trade customs duties, tariffs and levies",99.6
2016/17,ODA,Bolivia,32130,Small and medium-sized enterprises (SME) development,40
2016/17,ODA,Botswana,31181,Agricultural education/training,27.5
2016/17,ODA,Botswana,32210,Mineral/mining policy and administrative management,0.6
2016/17,ODA,Brazil,25010,Business support services and institutions,37.8
2016/17,ODA,Brazil,32140,Cottage industries and handicraft,16.8
2016/17,ODA,Burundi,24040,Informal/semi-formal financial intermediaries,309.6
2016/17,ODA,Burundi,31182,Agricultural research,215.7
2016/17,ODA,Cambodia,21010,Transport policy and administrative management,34.1
2016/17,ODA,Cambodia,21020,Road transport,3.3
2016/17,ODA,Cambodia,23181,Energy education/training,105.1
2016/17,ODA,Cambodia,23630,Electrical transmission/distribution,2457.9
2016/17,ODA,Cambodia,24010,Financial policy and administrative management,1164.1
2016/17,ODA,Cambodia,24030,Formal sector financial intermediaries,348.3
2016/17,ODA,Cambodia,24040,Informal/semi-formal financial intermediaries,444.6
2016/17,ODA,Cambodia,24081,Education/training in banking and financial services,41.2
2016/17,ODA,Cambodia,25010,Business support services and institutions,2005.7
2016/17,ODA,Cambodia,31110,Agricultural policy and administrative management,20176.9
2016/17,ODA,Cambodia,31120,Agricultural development,1424.1
2016/17,ODA,Cambodia,31150,Agricultural inputs,552.7
2016/17,ODA,Cambodia,31166,Agricultural extension,928.8
2016/17,ODA,Cambodia,31181,Agricultural education/training,75.9
2016/17,ODA,Cambodia,31182,Agricultural research,2870.7
2016/17,ODA,Cambodia,31191,Agricultural services,55.5
2016/17,ODA,Cambodia,31192,Plant and post-harvest protection and pest control,70.6
2016/17,ODA,Cambodia,31194,Agricultural co-operatives,886.1
2016/17,ODA,Cambodia,32130,Small and medium-sized enterprises (SME) development,100.7
2016/17,ODA,Cambodia,32140,Cottage industries and handicraft,31.5
2016/17,ODA,Cambodia,32161,Agro-industries,66.7
2016/17,ODA,Cambodia,33110,Trade policy and administrative management,307.9
2016/17,ODA,Cameroon,32210,Mineral/mining policy and administrative management,0.1
2016/17,ODA,Cape Verde,23210,Power generation/renewable sources,10
2016/17,ODA,Cape Verde,31120,Agricultural development,9.5
2016/17,ODA,Cape Verde,31391,Fishery services,9.2
2016/17,ODA,Cape Verde,32140,Cottage industries and handicraft,15.3
2016/17,ODA,Chile,31194,Agricultural co-operatives,23.7
2016/17,ODA,Chile,32130,Small and medium-sized enterprises (SME) development,0.1
2016/17,ODA,Chile,32140,Cottage industries and handicraft,20.2
2016/17,ODA,China,31182,Agricultural research,685.8
2016/17,ODA,China,32130,Small and medium-sized enterprises (SME) development,0.1
2016/17,ODA,Colombia,31191,Agricultural services,28.5
2016/17,ODA,Comoros,31150,Agricultural inputs,55
2016/17,ODA,Comoros,32130,Small and medium-sized enterprises (SME) development,15
2016/17,ODA,"Congo, Dem. Rep.",32210,Mineral/mining policy and administrative management,0.5
2016/17,ODA,Costa Rica,31161,Food crop production,64.4
2016/17,ODA,Cote D'ivoire,32210,Mineral/mining policy and administrative management,0.1
2016/17,ODA,Dominica,31161,Food crop production,26.2
2016/17,ODA,Ecuador,31191,Agricultural services,10.4
2016/17,ODA,El Salvador,31194,Agricultural co-operatives,41
2016/17,ODA,Ethiopia,31120,Agricultural development,476.5
2016/17,ODA,Ethiopia,31163,Livestock,60
2016/17,ODA,Ethiopia,31182,Agricultural research,2448
2016/17,ODA,Ethiopia,32140,Cottage industries and handicraft,132.5
2016/17,ODA,Ethiopia,32210,Mineral/mining policy and administrative management,0.3
2016/17,ODA,Far East Asia Unspecified,23220,Hydro-electric power plants,1000
2016/17,ODA,Far East Asia Unspecified,25010,Business support services and institutions,529
2016/17,ODA,Far East Asia Unspecified,32130,Small and medium-sized enterprises (SME) development,22.9
2016/17,ODA,Far East Asia Unspecified,33110,Trade policy and administrative management,135.3
2016/17,ODA,Far East Asia Unspecified,33130,Regional trade agreements (RTAs),3716.6
2016/17,ODA,Far East Asia Unspecified,33140,Multilateral trade negotiations,360
2016/17,ODA,Fiji,21010,Transport policy and administrative management,136.3
2016/17,ODA,Fiji,22020,Telecommunications,32.6
2016/17,ODA,Fiji,22030,Radio/television/print media,32.6
2016/17,ODA,Fiji,22040,Information and communication technology (ICT),32.6
2016/17,ODA,Fiji,24010,Financial policy and administrative management,130.6
2016/17,ODA,Fiji,24030,Formal sector financial intermediaries,114.6
2016/17,ODA,Fiji,24040,Informal/semi-formal financial intermediaries,400
2016/17,ODA,Fiji,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Fiji,25010,Business support services and institutions,7354.6
2016/17,ODA,Fiji,31161,Food crop production,67.8
2016/17,ODA,Fiji,31162,Industrial crops/export crops,34.1
2016/17,ODA,Fiji,31181,Agricultural education/training,129.9
2016/17,ODA,Fiji,31182,Agricultural research,2093
2016/17,ODA,Fiji,31192,Plant and post-harvest protection and pest control,32
2016/17,ODA,Fiji,31195,Livestock/veterinary services,32.6
2016/17,ODA,Fiji,31310,Fishing policy and administrative management,563.1
2016/17,ODA,Fiji,31320,Fishery development,40
2016/17,ODA,Fiji,32130,Small and medium-sized enterprises (SME) development,2787.7
2016/17,ODA,Fiji,33110,Trade policy and administrative management,250
2016/17,ODA,Fiji,33181,Trade education/training,68.1
2016/17,ODA,Fiji,33210,Tourism policy and administrative management,66.7
2016/17,ODA,Ghana,31163,Livestock,51.5
2016/17,ODA,Ghana,31181,Agricultural education/training,52.2
2016/17,ODA,Ghana,32140,Cottage industries and handicraft,64.3
2016/17,ODA,Ghana,32210,Mineral/mining policy and administrative management,183.3
2016/17,ODA,Global Unspecified,21010,Transport policy and administrative management,7806.7
2016/17,ODA,Global Unspecified,21020,Road transport,42894.8
2016/17,ODA,Global Unspecified,21030,Rail transport,3318.2
2016/17,ODA,Global Unspecified,21040,Water transport,1968.6
2016/17,ODA,Global Unspecified,21050,Air transport,2647.3
2016/17,ODA,Global Unspecified,21061,Storage,58.8
2016/17,ODA,Global Unspecified,21081,Education and training in transport and storage,0.4
2016/17,ODA,Global Unspecified,22010,Communications policy and administrative management,2463.6
2016/17,ODA,Global Unspecified,22020,Telecommunications,702.4
2016/17,ODA,Global Unspecified,22030,Radio/television/print media,1.7
2016/17,ODA,Global Unspecified,22040,Information and communication technology (ICT),2753.4
2016/17,ODA,Global Unspecified,23110,Energy policy and administrative management,27176.2
2016/17,ODA,Global Unspecified,23181,Energy education/training,451.1
2016/17,ODA,Global Unspecified,23210,Power generation/renewable sources,2304.7
2016/17,ODA,Global Unspecified,23220,Hydro-electric power plants,4467.8
2016/17,ODA,Global Unspecified,23230,Solar energy,1152.4
2016/17,ODA,Global Unspecified,23240,Wind power,109.4
2016/17,ODA,Global Unspecified,23260,Geothermal energy,413.7
2016/17,ODA,Global Unspecified,23270,Biofuel-fired power plants,192.5
2016/17,ODA,Global Unspecified,23310,Power generation/non-renewable sources,805.5
2016/17,ODA,Global Unspecified,23330,Oil-fired power plants,0.2
2016/17,ODA,Global Unspecified,23340,Gas-fired power plants,976.1
2016/17,ODA,Global Unspecified,23510,Nucear power plants,0.5
2016/17,ODA,Global Unspecified,23620,District heating and cooling,8.8
2016/17,ODA,Global Unspecified,23630,Electrical transmission/distribution,14938.1
2016/17,ODA,Global Unspecified,23640,Gas distribution,402
2016/17,ODA,Global Unspecified,24010,Financial policy and administrative management,11489.9
2016/17,ODA,Global Unspecified,24020,Monetary institutions,185.5
2016/17,ODA,Global Unspecified,24030,Formal sector financial intermediaries,28339
2016/17,ODA,Global Unspecified,24040,Informal/semi-formal financial intermediaries,4162.3
2016/17,ODA,Global Unspecified,24081,Education/training in banking and financial services,38.6
2016/17,ODA,Global Unspecified,25010,Business support services and institutions,12746.6
2016/17,ODA,Global Unspecified,25020,Privatisation,751.5
2016/17,ODA,Global Unspecified,31110,Agricultural policy and administrative management,13681.6
2016/17,ODA,Global Unspecified,31120,Agricultural development,3722.2
2016/17,ODA,Global Unspecified,31130,Agricultural land resources,2328.6
2016/17,ODA,Global Unspecified,31140,Agricultural water resources,10952.8
2016/17,ODA,Global Unspecified,31150,Agricultural inputs,608.4
2016/17,ODA,Global Unspecified,31161,Food crop production,1704.2
2016/17,ODA,Global Unspecified,31162,Industrial crops/export crops,407.5
2016/17,ODA,Global Unspecified,31163,Livestock,1489.9
2016/17,ODA,Global Unspecified,31166,Agricultural extension,337.7
2016/17,ODA,Global Unspecified,31181,Agricultural education/training,22.4
2016/17,ODA,Global Unspecified,31182,Agricultural research,31160
2016/17,ODA,Global Unspecified,31191,Agricultural services,1207.5
2016/17,ODA,Global Unspecified,31193,Agricultural financial services,774.9
2016/17,ODA,Global Unspecified,31194,Agricultural co-operatives,544
2016/17,ODA,Global Unspecified,31195,Livestock/veterinary services,128.1
2016/17,ODA,Global Unspecified,31210,Forestry policy and administrative management,81.3
2016/17,ODA,Global Unspecified,31220,Forestry development,751.9
2016/17,ODA,Global Unspecified,31261,Fuelwood/charcoal,16.9
2016/17,ODA,Global Unspecified,31310,Fishing policy and administrative management,366.7
2016/17,ODA,Global Unspecified,31320,Fishery development,289.7
2016/17,ODA,Global Unspecified,31381,Fishery education/training,27.4
2016/17,ODA,Global Unspecified,31382,Fishery research,7.6
2016/17,ODA,Global Unspecified,32110,Industrial policy and administrative management,620.9
2016/17,ODA,Global Unspecified,32120,Industrial development,234.7
2016/17,ODA,Global Unspecified,32130,Small and medium-sized enterprises (SME) development,2200.7
2016/17,ODA,Global Unspecified,32161,Agro-industries,1076.5
2016/17,ODA,Global Unspecified,32162,Forest industries,4
2016/17,ODA,Global Unspecified,32163,"Textiles, leather and substitutes",2.6
2016/17,ODA,Global Unspecified,32168,Pharmaceutical production,2.2
2016/17,ODA,Global Unspecified,32182,Technological research and development,9.5
2016/17,ODA,Global Unspecified,32210,Mineral/mining policy and administrative management,5997.5
2016/17,ODA,Global Unspecified,32220,Mineral prospection and exploration,60.5
2016/17,ODA,Global Unspecified,32262,Oil and gas,1173.4
